,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,engine_rpm,torque
2990,Mahindra Bolero B4,2015.0,445000.0,62000.0,1,0,1,0,21.0,1498.0,74.96,7.0,4200.0,154.9
2991,Tata New Safari 3L Dicor LX 4x2,2012.0,450000.0,68240.0,1,0,1,0,13.93,2956.0,138.1,7.0,3500.0,90.0
2992,Mahindra Scorpio 1.99 S10 4WD,2008.0,450000.0,78000.0,1,0,1,0,15.4,1997.0,120.0,7.0,1750.0,200.0
2993,Maruti Wagon R VXI,2010.0,200000.0,35000.0,3,0,1,0,18.9,998.0,67.1,5.0,2000.0,240.0
2994,Maruti Swift Dzire LXI,2018.0,611000.0,9000.0,3,0,1,0,19.1,1197.0,85.8,5.0,1750.0,200.0
2995,Hyundai Creta 1.6 CRDi Anniversary Edition,2016.0,819999.0,39000.0,1,0,1,0,19.67,1582.0,126.2,5.0,4500.0,103.0
2996,Hyundai Creta 1.4 CRDi S,2016.0,825000.0,39000.0,1,0,1,0,21.38,1396.0,88.7,5.0,2000.0,190.0
2997,Ford Ecosport 1.5 Diesel Titanium,2015.0,599000.0,92651.0,1,0,1,0,21.7,1498.0,98.96,5.0,1750.0,200.0
2998,Tata Zest Revotron 1.2 XT,2020.0,500000.0,40000.0,3,1,1,0,17.57,1193.0,88.7,5.0,1800.0,171.0
2999,Mahindra XUV500 W10 2WD,2017.0,1100000.0,88754.0,1,0,1,0,16.0,2179.0,140.0,7.0,2800.0,290.0
3000,Ford Aspire Titanium BSIV,2019.0,675000.0,7000.0,3,1,1,0,19.4,1194.0,94.93,5.0,3500.0,90.0
3001,Mahindra XUV500 W9 2WD,2018.0,1350000.0,40000.0,1,1,1,0,16.0,2179.0,138.0,7.0,2800.0,330.0
3002,Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2018.0,570000.0,20000.0,3,1,1,0,18.9,1197.0,81.86,5.0,4000.0,74.5
3003,Hyundai Grand i10 1.2 CRDi Asta,2017.0,455000.0,50000.0,1,1,1,0,24.0,1186.0,73.97,5.0,3500.0,114.0
3004,Hyundai EON Era Plus,2013.0,165000.0,45000.0,3,1,1,2,21.1,814.0,55.2,5.0,4000.0,114.0
3005,Honda City i VTEC VX Option BL,2016.0,925000.0,22000.0,3,1,1,0,17.8,1497.0,117.3,5.0,2000.0,190.0
3006,Tata Indigo CS eLX BS IV,2014.0,215000.0,100000.0,1,1,1,2,25.0,1396.0,69.01,5.0,4250.0,91.0
3007,Maruti Swift VXI Optional,2016.0,470000.0,23700.0,3,1,1,0,20.4,1197.0,81.8,5.0,4250.0,91.0
3008,Maruti Swift VXI Deca,2016.0,470000.0,23700.0,3,1,1,0,20.4,1197.0,81.8,5.0,2000.0,160.0
3009,Maruti Ciaz ZDi Plus SHVS,2017.0,650000.0,60000.0,1,1,1,0,28.09,1248.0,88.5,5.0,2500.0,300.0
3010,Renault Captur 1.5 Diesel RXT,2017.0,900000.0,50000.0,1,1,1,0,20.37,1461.0,108.45,5.0,3600.0,200.0
3011,Ford Fiesta Classic 1.4 SXI Duratorq,2009.0,190000.0,100000.0,1,1,1,2,17.8,1399.0,67.0,5.0,2800.0,360.0
3012,Hyundai i20 Active 1.4 SX with AVN,2017.0,715000.0,60000.0,1,1,1,0,21.19,1396.0,88.73,5.0,4000.0,113.75
3013,Tata Indigo CS eVX,2013.0,227999.0,60000.0,1,1,1,2,25.0,1396.0,69.01,5.0,4000.0,114.0
3014,Chevrolet Beat Diesel LT,2015.0,200000.0,40000.0,1,1,1,0,25.44,936.0,56.3,5.0,4500.0,99.04
3015,Maruti Wagon R LXI CNG,2017.0,400000.0,110000.0,0,1,1,0,26.6,998.0,58.16,5.0,1750.0,172.5
3016,Maruti Ertiga SHVS VDI,2016.0,725000.0,110000.0,1,1,1,0,24.52,1248.0,88.5,7.0,4000.0,115.0
3017,Ford Figo Diesel Titanium,2014.0,300000.0,80000.0,1,1,1,0,20.0,1399.0,68.05,5.0,3000.0,85.0
3018,Toyota Innova 2.5 GX (Diesel) 8 Seater,2016.0,1151000.0,69500.0,1,1,1,2,12.99,2494.0,100.6,8.0,4000.0,113.75
3019,Datsun GO T BSIV,2014.0,225000.0,33000.0,3,1,1,0,20.63,1198.0,67.0,5.0,4000.0,130.0
3020,Hyundai i10 Magna 1.1L,2016.0,380000.0,80000.0,3,1,1,0,19.81,1086.0,68.05,5.0,2000.0,190.0
3021,Hyundai Elite i20 Magna Plus BSIV,2019.0,630000.0,5000.0,3,1,1,0,18.6,1197.0,81.86,5.0,4000.0,104.0
3022,Hyundai i10 Magna 1.2 iTech SE,2014.0,351000.0,25000.0,3,1,1,0,20.36,1197.0,78.9,5.0,1750.0,200.0
3023,Skoda Fabia 1.2 TDI Active Plus,2012.0,199000.0,50000.0,1,1,1,2,20.86,1199.0,75.0,5.0,2250.0,248.0
3024,Tata Hexa XE,2017.0,850000.0,50000.0,1,1,1,0,17.6,2179.0,147.94,7.0,2000.0,160.0
3025,Tata Indica Vista Terra Quadrajet 1.3L,2010.0,105000.0,120000.0,1,1,1,2,18.0,1248.0,75.0,5.0,3000.0,215.0
3026,Tata Manza Aura (ABS) Quadrajet,2010.0,300000.0,120000.0,1,1,1,4,18.8,1248.0,90.0,5.0,1750.0,200.0
3027,Toyota Innova 2.5 GX (Diesel) 7 Seater,2016.0,950000.0,80000.0,1,1,1,0,12.99,2494.0,100.6,7.0,3000.0,190.0
3028,Mahindra TUV 300 T8,2015.0,430000.0,110000.0,1,1,1,2,18.49,1493.0,100.0,7.0,3500.0,90.0
3029,Ford Endeavour 3.2 Titanium AT 4X4,2016.0,2100000.0,80000.0,1,1,0,0,10.91,3198.0,197.0,7.0,2000.0,160.0
3030,Hyundai Grand i10 1.2 CRDi Sportz,2018.0,540000.0,30000.0,1,1,1,0,24.0,1186.0,73.97,5.0,2750.0,550.0
3031,Hyundai Creta 1.6 CRDi AT SX Plus,2018.0,1150000.0,44000.0,1,1,0,0,17.01,1582.0,126.2,5.0,3000.0,62.0
3032,Maruti Alto 800 LXI,2020.0,350000.0,5000.0,3,1,1,0,22.05,796.0,47.3,5.0,2500.0,85.0
3033,Hyundai Elite i20 Petrol Asta Option,2019.0,690000.0,18000.0,3,1,1,0,18.6,1197.0,81.86,5.0,2200.0,277.5
3034,Hyundai i20 Asta 1.4 CRDi,2015.0,535000.0,80000.0,1,1,1,0,22.54,1396.0,88.73,5.0,3400.0,200.05565999999996
3035,Maruti Vitara Brezza ZDi Plus,2016.0,730000.0,100000.0,1,1,1,0,24.3,1248.0,88.5,5.0,3500.0,90.0
3036,Hyundai EON Era Plus,2016.0,280000.0,19000.0,3,1,1,0,21.1,814.0,55.2,5.0,4000.0,111.8
3037,Maruti Swift AMT ZXI,2019.0,650000.0,33000.0,3,1,0,0,21.21,1197.0,81.8,5.0,3500.0,90.0
3038,Toyota Innova 2.5 GX 7 STR,2012.0,520000.0,162000.0,1,1,1,1,12.8,2494.0,102.0,7.0,1900.0,200.0
3039,Hyundai Xcent 1.2 VTVT E,2020.0,360000.0,65000.0,3,1,1,2,20.14,1197.0,81.86,5.0,1750.0,200.0
3040,Maruti Swift Dzire Vdi BSIV,2011.0,250000.0,170000.0,1,1,1,0,19.3,1248.0,73.9,5.0,3000.0,62.0
3041,Volkswagen Ameo 1.5 TDI Trendline,2017.0,575000.0,40000.0,1,1,1,0,21.66,1498.0,108.62,5.0,3500.0,114.0
3042,Tata Indigo CS LS (TDI) BS III,2012.0,170000.0,120000.0,1,1,1,4,19.09,1396.0,69.0,5.0,3500.0,96.0
3043,Maruti Vitara Brezza LDi Option,2017.0,711000.0,53000.0,1,1,1,0,24.3,1248.0,88.5,5.0,1750.0,200.0
3044,Maruti Wagon R VXI BSIII,2013.0,250000.0,90000.0,3,1,1,0,18.9,998.0,67.1,5.0,4000.0,114.7
3045,Maruti Swift Dzire VDI Optional,2017.0,675000.0,35000.0,1,1,1,0,26.59,1248.0,74.0,5.0,4000.0,170.0
3046,Maruti Wagon R VXI BS IV,2016.0,325000.0,50000.0,3,1,1,0,20.51,998.0,67.04,5.0,3500.0,90.0
3047,Maruti Alto 800 LXI,2016.0,250000.0,20000.0,3,1,1,0,22.74,796.0,47.3,5.0,4800.0,110.0
3048,Maruti Swift AMT ZDI,2019.0,740000.0,38000.0,1,1,0,0,28.4,1248.0,74.0,5.0,1500.0,180.0
3049,Honda CR-V 2.4L 4WD AT AVN,2017.0,1750000.0,73000.0,3,0,0,0,12.0,2354.0,187.4,5.0,3000.0,259.87
3050,Maruti Ciaz 1.3 Alpha,2017.0,800000.0,28050.0,1,0,1,0,28.09,1248.0,88.5,5.0,3400.0,360.0
3051,Honda CR-V 2.4L 4WD AT AVN,2017.0,1825000.0,58000.0,3,0,0,0,12.0,2354.0,187.4,5.0,2000.0,320.0
3052,Tata Hexa XTA,2017.0,1295000.0,58000.0,1,0,0,0,17.6,2179.0,153.86,7.0,2000.0,160.0
3053,Renault Duster 85PS Diesel RxZ,2014.0,425000.0,69000.0,1,0,1,0,19.87,1461.0,83.8,5.0,4000.0,114.0
3054,Mercedes-Benz GL-Class 350 CDI Luxury,2016.0,4090000.0,70000.0,1,0,0,0,12.0,2987.0,224.0,7.0,4300.0,95.0
3055,Hyundai Creta 1.6 SX Automatic Diesel,2015.0,910000.0,40000.0,1,0,0,0,17.6,1582.0,126.2,5.0,2800.0,360.0
3056,Mahindra Bolero 2011-2019 SLX,2011.0,325000.0,142000.0,1,1,1,0,15.96,2523.0,62.1,7.0,1750.0,200.0
3057,Maruti Swift VXI Deca,2016.0,500000.0,22947.0,3,1,1,0,20.4,1197.0,81.8,5.0,2750.0,219.7
3058,Hyundai i10 Sportz,2013.0,300000.0,30000.0,3,1,1,2,20.36,1197.0,78.9,5.0,4000.0,115.0
3059,Hyundai EON D Lite Plus,2016.0,270000.0,7672.0,3,1,1,0,21.1,814.0,55.2,5.0,4800.0,110.0
3060,Maruti Alto LXi,2010.0,160000.0,36659.0,3,1,1,0,19.7,796.0,46.3,5.0,4000.0,114.73
3061,Maruti Omni E MPI STD BS IV,2016.0,210000.0,60000.0,3,1,1,0,16.8,796.0,34.2,8.0,4000.0,114.7
3062,Mahindra XUV500 W4,2014.0,850000.0,120000.0,1,1,1,0,15.1,2179.0,140.0,7.0,4000.0,74.5
3063,Mahindra XUV500 W4,2014.0,880000.0,120000.0,1,1,1,0,15.1,2179.0,140.0,7.0,4000.0,114.0
3064,Mahindra TUV 300 T8 AMT,2015.0,775000.0,45000.0,1,1,0,0,18.49,1493.0,100.0,7.0,4400.0,106.5
3065,Maruti Alto LXi,2009.0,160000.0,70000.0,3,1,1,4,19.7,796.0,46.3,5.0,3500.0,114.0
3066,Ford Figo Diesel EXI,2012.0,220000.0,100000.0,1,1,1,2,20.0,1399.0,68.0,5.0,5000.0,108.5
3067,Hyundai i20 1.4 Asta Option,2017.0,670000.0,48000.0,1,1,1,0,22.54,1396.0,88.73,5.0,3500.0,69.0
3068,Hyundai i20 1.4 Sportz,2018.0,780000.0,35000.0,1,1,1,0,22.54,1396.0,88.73,5.0,1800.0,171.0
3069,Maruti Baleno Sigma 1.2,2017.0,515000.0,23000.0,3,1,1,0,21.4,1197.0,83.1,5.0,1750.0,150.0
3070,Hyundai i20 2015-2017 Asta 1.4 CRDi,2017.0,800000.0,14000.0,1,1,1,0,22.54,1396.0,88.73,5.0,1900.0,200.0
3071,Mahindra XUV500 W8 2WD,2014.0,850000.0,60000.0,1,1,1,0,15.1,2179.0,140.0,7.0,4200.0,113.0
3072,Hyundai EON Era Plus,2013.0,200000.0,60000.0,3,1,1,2,21.1,814.0,55.2,5.0,1750.0,200.0
3073,Skoda Fabia 1.4 TDI Ambiente,2008.0,140000.0,150000.0,1,1,1,4,19.4,1422.0,70.0,5.0,2000.0,190.0
3074,Hyundai Verna 1.6 VTVT AT SX,2016.0,800000.0,80000.0,3,1,0,2,17.01,1591.0,121.3,5.0,3000.0,62.0
3075,Maruti Alto K10 2010-2014 VXI,2013.0,250000.0,35000.0,3,1,1,0,20.92,998.0,67.1,5.0,4200.0,113.0
3076,Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2017.0,800000.0,44500.0,1,1,1,0,25.1,1248.0,88.5,5.0,3500.0,90.0
3077,Maruti Ciaz ZDi Plus,2015.0,600000.0,60000.0,1,1,1,4,26.21,1248.0,88.5,5.0,2500.0,135.0
3078,Renault Fluence Diesel E4,2012.0,250000.0,120000.0,1,1,1,4,21.8,1461.0,78.0,5.0,4200.0,113.0
3079,Honda Amaze S i-DTEC,2016.0,500000.0,80000.0,1,1,1,2,25.8,1498.0,98.6,5.0,4386.0,72.0
3080,Maruti Gypsy King Soft Top MPI BSIV,2019.0,750000.0,9900.0,3,1,1,0,11.96,1298.0,80.0,8.0,3000.0,62.0
3081,Maruti Swift ZDi,2014.0,650000.0,68000.0,1,1,1,0,22.9,1248.0,74.0,5.0,3000.0,200.0
3082,Honda BRV i-DTEC V MT,2016.0,950000.0,60000.0,1,1,1,0,21.9,1498.0,98.6,7.0,2800.0,280.0
3083,Chevrolet Tavera Neo 3 LS 10 Seats BSIII,2015.0,580000.0,110000.0,1,1,1,2,13.58,2499.0,72.4,10.0,2500.0,350.0
3084,Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2019.0,640000.0,10000.0,3,1,1,0,18.9,1197.0,81.86,5.0,2750.0,204.0
3085,Mahindra Scorpio VLX 2WD AT BSIII,2014.0,800000.0,80000.0,1,1,0,0,11.79,2179.0,120.0,8.0,2200.0,195.0
3086,Maruti A-Star Vxi,2011.0,347000.0,30000.0,3,1,1,0,19.0,998.0,66.1,5.0,3500.0,69.0
3087,Mahindra XUV500 W8 2WD,2014.0,1000000.0,120000.0,1,1,1,4,15.1,2179.0,140.0,7.0,3500.0,90.0
3088,Hyundai EON Sportz,2016.0,300000.0,35000.0,3,1,1,0,21.1,814.0,55.2,5.0,4250.0,136.0
3089,Tata Tigor 1.2 Revotron XZ,2017.0,493000.0,40000.0,3,1,1,0,20.3,1199.0,84.0,5.0,2500.0,59.0
3090,Hyundai Grand i10 Magna,2014.0,370000.0,60000.0,3,1,1,0,18.9,1197.0,82.0,5.0,5000.0,108.5
3091,Maruti Swift Dzire ZDi,2008.0,250000.0,90000.0,1,1,1,1,19.3,1248.0,73.9,5.0,2800.0,330.0
3092,Datsun RediGO 1.0 T Option,2017.0,300000.0,20000.0,3,1,1,0,22.5,999.0,67.0,5.0,2700.0,100.0
3093,Renault KWID Climber 1.0 AMT,2017.0,450000.0,40000.0,3,1,0,0,24.04,999.0,67.0,5.0,2800.0,290.0
3094,Ford Figo Diesel Titanium,2010.0,185000.0,124316.0,1,0,1,2,20.0,1399.0,68.0,5.0,3500.0,90.0
3095,Mahindra XUV300 W8 Option Dual Tone Diesel BSIV,2019.0,1225000.0,6544.0,1,1,1,0,20.0,1497.0,115.0,5.0,4000.0,111.8
3096,Toyota Innova 2.5 GX (Diesel) 8 Seater,2015.0,1000000.0,50000.0,1,1,1,0,12.99,2494.0,100.6,8.0,2750.0,259.8
3097,Hyundai i20 Magna 1.2,2016.0,600000.0,10000.0,3,1,1,0,18.6,1197.0,81.83,5.0,2500.0,430.0
3098,Mahindra XUV500 W7 BSIV,2018.0,1100000.0,50000.0,1,1,1,0,15.1,2179.0,152.87,7.0,5200.0,202.0
3099,Hyundai Grand i10 SportZ Edition,2015.0,360000.0,30000.0,3,1,1,2,18.9,1197.0,81.86,5.0,2500.0,430.0
3100,Maruti Swift Dzire VXi,2012.0,285000.0,69000.0,3,1,1,0,17.5,1298.0,85.8,5.0,3000.0,320.0
3101,Hyundai i10 Era,2008.0,130000.0,30000.0,3,1,1,2,19.81,1086.0,68.05,5.0,4500.0,213.0
3102,Chevrolet Enjoy 1.3 TCDi LTZ 8,2016.0,500000.0,198000.0,1,1,1,0,18.2,1248.0,73.74,8.0,3500.0,90.0
3103,Maruti Baleno Delta Automatic,2019.0,685000.0,19000.0,3,1,0,0,21.4,1197.0,83.1,5.0,2000.0,190.0
3104,Maruti Eeco CNG 5 Seater AC BSIV,2020.0,399000.0,5000.0,0,1,1,0,21.94,1196.0,61.7,5.0,4800.0,110.0
3105,Hyundai Grand i10 1.2 Kappa Magna BSIV,2017.0,525000.0,10000.0,3,1,1,0,18.9,1197.0,81.86,5.0,3600.0,200.0
3106,Maruti Ertiga BSIV VXI,2017.0,765000.0,40000.0,3,1,1,0,17.5,1373.0,91.1,7.0,4200.0,113.0
3107,Maruti Swift VDI,2012.0,450000.0,97000.0,1,1,1,4,22.9,1248.0,74.0,5.0,3000.0,132.0
3108,Nissan Micra Active XV,2014.0,390000.0,30000.0,3,1,1,0,19.69,1198.0,67.04,5.0,2250.0,190.24
3109,Maruti Ertiga SHVS ZDI Plus,2017.0,940000.0,120000.0,1,1,1,0,24.52,1248.0,88.5,7.0,2500.0,400.0
3110,Renault Duster 110PS Diesel RxZ,2013.0,650000.0,120000.0,1,1,1,2,19.01,1461.0,108.45,5.0,2500.0,400.0
3111,Ford Figo Diesel Titanium,2012.0,320000.0,103994.0,1,1,1,1,20.0,1399.0,68.0,5.0,4800.0,110.0
3112,Ford Figo Aspire 1.5 TDCi Titanium,2017.0,670000.0,70000.0,1,1,1,0,25.83,1498.0,99.0,5.0,3800.0,153.0
3113,Maruti SX4 ZDI Leather,2011.0,350000.0,115000.0,1,1,1,1,21.5,1248.0,88.8,5.0,2750.0,350.0
3114,Tata Indica Vista Quadrajet VX,2012.0,285000.0,178000.0,1,1,1,2,22.3,1248.0,74.0,5.0,2000.0,190.0
3115,Maruti Zen Estilo LX BSIV,2011.0,300000.0,40000.0,3,1,1,4,19.0,998.0,67.1,5.0,4000.0,140.0
3116,Ford Figo Diesel EXI,2011.0,300000.0,80000.0,1,1,1,0,20.0,1399.0,68.0,5.0,1750.0,200.0
3117,Audi Q7 3.0 TDI Quattro,2009.0,810000.0,98000.0,1,1,0,1,12.07,2967.0,241.4,7.0,2750.0,219.6
3118,Maruti Alto LX,2004.0,100000.0,100000.0,3,1,1,2,19.7,796.0,46.3,5.0,3500.0,69.0
3119,Tata Indica V2 2001-2011 DLS BSIII,2009.0,90000.0,120000.0,1,1,1,2,17.88,1396.0,52.8,5.0,3000.0,190.0
3120,Mahindra Scorpio Gateway 2WD,2013.0,459999.0,120000.0,1,1,1,2,13.5,2609.0,115.0,5.0,3000.0,62.0
3121,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2009.0,525000.0,217000.0,1,1,1,1,12.8,2494.0,102.0,8.0,1750.0,200.0
3122,Maruti Wagon R AX BSIV,2011.0,250000.0,65000.0,3,1,1,2,18.9,998.0,67.1,5.0,2750.0,219.6
3123,Hyundai i10 Asta,2012.0,300000.0,41000.0,3,1,1,2,20.36,1197.0,78.9,5.0,2500.0,250.0
3124,Maruti Alto K10 LXI,2011.0,199000.0,70000.0,3,1,1,4,20.92,998.0,67.1,5.0,2000.0,190.0
3125,Renault Duster 85PS Diesel RxL Optional,2012.0,545000.0,90000.0,1,1,1,2,20.46,1461.0,83.8,5.0,4800.0,110.0
3126,Maruti Ertiga ZDI,2014.0,570000.0,80000.0,1,1,1,2,20.77,1248.0,88.8,7.0,2000.0,160.0
3127,Maruti Alto STD,2009.0,114999.0,100000.0,3,1,1,0,19.7,796.0,46.3,5.0,2500.0,135.4
3128,Tata Tigor 1.2 Revotron XT,2018.0,450000.0,35000.0,3,1,1,0,20.3,1199.0,84.0,5.0,4000.0,114.0
3129,Renault Triber RXT BSIV,2019.0,600000.0,5000.0,3,1,1,0,20.0,999.0,72.0,7.0,5000.0,113.0
3130,Maruti Vitara Brezza VDi Option,2016.0,610000.0,110000.0,1,1,1,0,24.3,1248.0,88.5,5.0,3400.0,200.0
3131,Hyundai i20 1.2 Asta Option,2017.0,690000.0,20000.0,3,1,1,0,18.6,1197.0,81.83,5.0,1750.0,200.0
3132,Tata Nexon 1.2 Revotron XZ Plus,2018.0,790000.0,15000.0,3,1,1,0,17.0,1198.0,108.5,5.0,1750.0,200.0
3133,Maruti Alto K10 2010-2014 VXI,2014.0,254999.0,40000.0,3,1,1,2,20.92,998.0,67.1,5.0,4000.0,111.7
3134,Honda Jazz 1.2 V i VTEC,2016.0,500000.0,41000.0,3,1,1,0,18.7,1199.0,88.7,5.0,3000.0,200.0
3135,Mahindra Bolero SLX,2011.0,340000.0,100000.0,1,1,1,2,13.6,2523.0,63.0,7.0,1750.0,200.0
3136,Mahindra Bolero SLX,2007.0,245000.0,110000.0,1,1,1,4,13.6,2523.0,63.0,7.0,3400.0,360.0
3137,Ford Fiesta Classic 1.4 Duratorq CLXI,2012.0,340000.0,120000.0,1,1,1,4,17.8,1399.0,67.0,5.0,3400.0,200.0
3138,Maruti Wagon R LXI,2008.0,221000.0,35008.0,3,0,1,0,21.79,998.0,67.05,5.0,1750.0,200.0
3139,Datsun RediGO T,2017.0,270000.0,31100.0,3,0,1,0,22.7,799.0,53.64,5.0,3000.0,215.0
3140,Hyundai Xcent 1.1 CRDi Base,2014.0,455000.0,42312.0,1,0,1,0,24.4,1120.0,71.0,5.0,2000.0,200.0
3141,Toyota Etios G Safety,2011.0,300000.0,72000.0,3,0,1,0,17.6,1496.0,88.7,5.0,2000.0,160.0
3142,Toyota Etios Liva 1.4 GD,2014.0,480000.0,54891.0,1,0,1,0,23.59,1364.0,67.04,5.0,2000.0,190.0
3143,Hyundai Verna CRDi 1.6 AT SX Plus,2018.0,1000000.0,30000.0,1,1,0,0,22.0,1582.0,126.2,5.0,4200.0,90.3
3144,BMW 3 Series 320d Luxury Line Plus,2017.0,2600000.0,44000.0,1,0,0,0,22.69,1995.0,190.0,5.0,3000.0,380.0
3145,Toyota Innova Crysta 2.8 ZX AT BSIV,2017.0,1850000.0,18890.0,1,0,0,0,11.36,2755.0,171.5,7.0,3500.0,84.0
3146,Renault Koleos 2.0 Diesel,2013.0,1000000.0,75010.0,1,0,0,0,13.73,1995.0,148.0,5.0,3500.0,84.0
3147,Renault Pulse RxZ Optional,2012.0,245000.0,100000.0,1,0,1,0,23.08,1461.0,63.1,5.0,5000.0,245.0
3148,Hyundai Grand i10 Magna AT,2019.0,625000.0,4337.0,3,0,0,0,18.9,1197.0,82.0,5.0,3250.0,205.0
3149,Volkswagen Polo 2015-2019 1.0 MPI Trendline,2018.0,560000.0,14495.0,3,0,1,0,18.78,999.0,75.0,5.0,2750.0,219.7
3150,Mahindra XUV500 W9 BSIV,2018.0,1475000.0,24000.0,1,0,1,0,15.1,2179.0,152.87,7.0,2800.0,280.0
3151,Toyota Corolla Altis Diesel D4DG,2010.0,425000.0,83585.0,1,0,1,0,21.43,1364.0,87.2,5.0,2500.0,57.0
3152,Volkswagen Polo GT TSI,2014.0,550000.0,31000.0,3,0,0,2,17.21,1197.0,103.6,5.0,4500.0,109.0
3153,Toyota Innova Crysta 2.4 GX MT BSIV,2016.0,1475000.0,100000.0,1,0,1,0,13.68,2393.0,147.8,7.0,2750.0,259.8
3154,Renault Duster 85PS Diesel RxL,2017.0,750000.0,48406.0,1,0,1,0,19.87,1461.0,83.8,5.0,2500.0,250.0
3155,Hyundai i20 Era 1.4 CRDi,2016.0,570000.0,56239.0,1,0,1,0,22.54,1396.0,88.73,5.0,2750.0,219.66
3156,Maruti Baleno Delta 1.2,2015.0,585000.0,33243.0,3,0,1,0,21.4,1197.0,83.1,5.0,1750.0,200.0
3157,Honda Jazz 1.2 S AT i VTEC,2016.0,600000.0,26000.0,3,0,0,0,19.0,1199.0,88.7,5.0,2750.0,259.8
3158,Hyundai i20 Active 1.2 SX with AVN,2016.0,530000.0,120000.0,3,1,1,2,17.19,1197.0,81.86,5.0,4000.0,112.0
3159,Maruti Alto 800 LXI,2017.0,310000.0,15000.0,3,1,1,0,24.7,796.0,47.3,5.0,3000.0,200.0
3160,Chevrolet Tavera Neo 3 LT 9 Seats BSIII,2014.0,500000.0,50000.0,1,1,1,0,13.58,2499.0,72.4,9.0,4000.0,114.7
3161,Chevrolet Beat Diesel,2013.0,200000.0,60000.0,1,1,1,2,25.44,936.0,57.6,5.0,2500.0,250.0
3162,Renault Lodgy 85PS RxE 7 Seater,2018.0,900000.0,35000.0,1,1,1,0,21.04,1461.0,83.8,7.0,3500.0,114.0
3163,Ambassador CLASSIC 1500 DSL AC,2000.0,75000.0,90000.0,1,1,1,2,12.8,1489.0,35.5,5.0,2800.0,330.0
3164,Maruti Swift LXI Optional-O,2015.0,400000.0,50000.0,3,1,1,0,20.4,1197.0,83.11,5.0,4000.0,104.0
3165,Honda Mobilio RS i DTEC,2015.0,650000.0,110000.0,1,1,1,0,24.5,1498.0,98.6,7.0,3500.0,69.0
3166,Maruti Swift VDI,2015.0,480000.0,87847.0,1,0,1,0,28.4,1248.0,74.0,5.0,3500.0,77.0
3167,Maruti Alto LXi,2009.0,140000.0,35000.0,3,1,1,0,19.7,796.0,46.3,5.0,2500.0,135.4
3168,Maruti Swift VXI 2018,2018.0,550000.0,5000.0,3,1,1,0,22.0,1197.0,81.8,5.0,2000.0,190.0
3169,Maruti Wagon R AMT VXI,2017.0,380000.0,29000.0,3,1,0,0,20.51,998.0,67.0,5.0,4000.0,111.8
3170,Tata Indigo CS LS (TDI) BS-III,2016.0,440000.0,20000.0,1,1,1,0,19.09,1405.0,69.01,5.0,2200.0,200.0
3171,Maruti Swift Dzire VXI 1.2,2018.0,630000.0,15000.0,3,1,1,0,21.21,1197.0,81.8,5.0,2000.0,160.0
3172,Renault KWID RXL,2017.0,250000.0,40000.0,3,1,1,0,25.17,799.0,53.3,5.0,4386.0,72.0
3173,Maruti Alto LX,2009.0,120000.0,17000.0,3,1,1,0,19.7,796.0,46.3,5.0,2200.0,195.0
3174,Tata Manza Aura Quadrajet BS IV,2012.0,287000.0,120000.0,1,1,1,0,21.12,1248.0,88.8,5.0,4200.0,90.3
3175,Maruti Baleno Delta 1.2,2016.0,550000.0,45000.0,3,1,1,0,21.4,1197.0,83.1,5.0,4000.0,117.0
3176,Mahindra Scorpio 1.99 S10 4WD,2016.0,950000.0,60000.0,1,1,1,4,15.4,1997.0,120.0,7.0,4000.0,114.0
3177,Tata Harrier XZ Dark Edition BSIV,2019.0,1630000.0,25000.0,1,1,1,0,17.0,1956.0,138.1,5.0,4386.0,72.0
3178,Ford Fiesta 1.5 TDCi Trend,2015.0,501000.0,80000.0,1,1,1,2,25.01,1498.0,89.75,5.0,2000.0,190.0
3179,Mahindra Bolero 2011-2019 ZLX BSIII,2014.0,550000.0,70000.0,1,1,1,0,15.96,2523.0,62.1,7.0,3000.0,96.1
3180,Maruti Alto 800 LXI,2016.0,300000.0,25000.0,3,1,1,0,22.74,796.0,47.3,5.0,2200.0,195.0
3181,Maruti Wagon R VXI BS IV,2015.0,300000.0,50000.0,3,1,1,4,20.51,998.0,67.04,5.0,3500.0,84.0
3182,Chevrolet Sail 1.2 LS ABS,2016.0,550000.0,15000.0,3,1,1,0,18.2,1199.0,82.4,5.0,4500.0,109.0
3183,Mahindra XUV500 W8 2WD,2012.0,700000.0,100000.0,1,1,1,2,15.1,2179.0,140.0,7.0,2200.0,195.0
3184,Tata Indigo CS eGLX BS IV,2011.0,181000.0,70000.0,3,1,1,0,15.64,1193.0,64.1,5.0,4000.0,74.5
3185,Mahindra Scorpio VLS AT 2.2 mHAWK,2009.0,365000.0,110000.0,1,1,0,2,11.79,2179.0,120.0,8.0,3000.0,59.820564999999995
3186,Maruti Alto K10 VXI AGS Optional,2017.0,400000.0,10000.0,3,1,0,0,23.95,998.0,67.1,5.0,5200.0,202.0
3187,Hyundai i10 Sportz,2010.0,210000.0,110000.0,3,1,1,0,20.36,1197.0,78.9,5.0,2500.0,430.0
